epoch	fem_loss	test_loss	lr
872	1.009967851082e-05	1.701840026775e-05	4.887886379336e-05
873	1.007238961596e-05	1.702242525433e-05	4.827699376429e-05
874	1.012075170641e-05	1.688241701449e-05	4.767963140691e-05
875	9.925610303490e-06	1.698262262446e-05	4.708678261694e-05
876	9.961015560186e-06	1.683045445795e-05	4.649845324556e-05
877	9.959288960197e-06	1.700086469719e-05	4.591464909934e-05
878	9.853815194947e-06	1.673738669502e-05	4.533537594020e-05
879	9.899680337794e-06	1.697481556249e-05	4.476063948532e-05
880	9.898275870816e-06	1.697924030161e-05	4.419044540712e-05
881	9.846461891731e-06	1.692474566049e-05	4.362479933319e-05
882	9.849839629318e-06	1.680947520831e-05	4.306370684622e-05
883	9.754336620414e-06	1.671809898768e-05	4.250717348398e-05
884	9.763390292942e-06	1.666431778425e-05	4.195520473922e-05
885	9.812806665181e-06	1.674509840689e-05	4.140780605964e-05
886	9.749657068448e-06	1.675294876592e-05	4.086498284787e-05
887	9.718609590849e-06	1.677690371308e-05	4.032674046133e-05
888	9.718418783079e-06	1.679204014866e-05	3.979308421227e-05
889	9.644586640790e-06	1.668763244098e-05	3.926401936766e-05
890	9.610966518892e-06	1.681708164341e-05	3.873955114915e-05
891	9.617538584030e-06	1.663659693147e-05	3.821968473303e-05
892	9.624578244310e-06	1.664938187615e-05	3.770442525018e-05
893	9.673052994021e-06	1.655141804247e-05	3.719377778600e-05
894	9.574743137323e-06	1.655641020843e-05	3.668774738037e-05
895	9.548060973365e-06	1.652187981282e-05	3.618633902760e-05
896	9.593149086604e-06	1.638702700144e-05	3.568955767640e-05
897	9.523022018932e-06	1.648298723102e-05	3.519740822980e-05
898	9.489626387792e-06	1.663093306841e-05	3.470989554512e-05
899	9.475480110856e-06	1.649939129843e-05	3.422702443390e-05
900	9.443303591577e-06	1.638214648466e-05	3.374879966189e-05
901	9.453562386412e-06	1.653833333493e-05	3.327522594898e-05
902	9.433786287748e-06	1.635828104875e-05	3.280630796914e-05
903	9.461271283214e-06	1.633386121815e-05	3.234205035041e-05
904	9.394049730914e-06	1.645536146565e-05	3.188245767483e-05
905	9.370172244702e-06	1.657920229192e-05	3.142753447838e-05
906	9.388719431515e-06	1.638378289948e-05	3.097728525098e-05
907	9.358560686087e-06	1.639910645584e-05	3.053171443640e-05
908	9.331228999945e-06	1.631619059575e-05	3.009082643225e-05
909	9.313938473173e-06	1.637319340744e-05	2.965462558991e-05
910	9.323922265270e-06	1.639319224245e-05	2.922311621452e-05
911	9.307703694560e-06	1.635963445939e-05	2.879630256489e-05
912	9.265691678403e-06	1.623166662538e-05	2.837418885350e-05
913	9.251363893238e-06	1.623860712181e-05	2.795677924645e-05
914	9.262182965386e-06	1.625224102350e-05	2.754407786339e-05
915	9.236325258574e-06	1.623975957758e-05	2.713608877753e-05
916	9.210652360769e-06	1.617291157583e-05	2.673281601555e-05
917	9.194383917206e-06	1.627532987451e-05	2.633426355759e-05
918	9.177336384960e-06	1.616041207223e-05	2.594043533721e-05
919	9.165489101988e-06	1.626005916338e-05	2.555133524133e-05
920	9.159312834526e-06	1.619060173341e-05	2.516696711020e-05
921	9.150188560643e-06	1.616956469120e-05	2.478733473740e-05
922	9.120971605014e-06	1.606497182263e-05	2.441244186973e-05
923	9.125242891167e-06	1.620018286629e-05	2.404229220724e-05
924	9.114549826482e-06	1.612385033118e-05	2.367688940315e-05
925	9.114838698188e-06	1.614153816941e-05	2.331623706385e-05
926	9.093408086703e-06	1.608710632049e-05	2.296033874882e-05
927	9.069250576762e-06	1.611057814648e-05	2.260919797064e-05
928	9.044877909047e-06	1.616894015180e-05	2.226281819493e-05
929	9.050981098162e-06	1.608138587165e-05	2.192120284032e-05
930	9.031516987874e-06	1.604953671725e-05	2.158435527841e-05
931	9.011560230869e-06	1.603980618242e-05	2.125227883374e-05
932	9.003060627998e-06	1.598265638201e-05	2.092497678379e-05
933	8.988396086818e-06	1.606303536608e-05	2.060245235889e-05
934	8.985802473829e-06	1.605617729244e-05	2.028470874223e-05
935	8.974818892018e-06	1.601519985760e-05	1.997174906980e-05
936	8.969461964907e-06	1.599649288232e-05	1.966357643039e-05
937	8.956630819169e-06	1.601758423934e-05	1.936019386555e-05
938	8.952773274421e-06	1.603888867591e-05	1.906160436953e-05
939	8.923226693251e-06	1.595060041527e-05	1.876781088930e-05
940	8.923220586894e-06	1.598672407239e-05	1.847881632447e-05
941	8.917109655511e-06	1.603736732153e-05	1.819462352731e-05
942	8.897238558194e-06	1.595051660332e-05	1.791523530269e-05
943	8.878767049300e-06	1.591836989612e-05	1.764065440804e-05
944	8.882277472410e-06	1.593599946845e-05	1.737088355339e-05
945	8.870968629338e-06	1.592053161945e-05	1.710592540125e-05
946	8.874394594508e-06	1.592915837463e-05	1.684578256665e-05
947	8.862962930554e-06	1.589535731256e-05	1.659045761711e-05
948	8.856194332804e-06	1.586594454912e-05	1.633995307256e-05
949	8.838087560640e-06	1.590118809840e-05	1.609427140541e-05
950	8.828053479984e-06	1.586820284824e-05	1.585341504041e-05
951	8.814498403933e-06	1.585266237671e-05	1.561738635473e-05
952	8.793528664843e-06	1.584346401528e-05	1.538618767788e-05
953	8.812676690099e-06	1.591457097732e-05	1.515982129169e-05
954	8.806746662083e-06	1.586346361087e-05	1.493828943030e-05
955	8.799727173722e-06	1.588146239249e-05	1.472159428016e-05
956	8.794861755521e-06	1.588977089681e-05	1.450973797994e-05
957	8.780182246850e-06	1.584302511566e-05	1.430272262059e-05
958	8.753543304099e-06	1.591301457204e-05	1.410055024527e-05
959	8.756322519131e-06	1.583066764346e-05	1.390322284933e-05
960	8.761842565797e-06	1.580613839736e-05	1.371074238032e-05
961	8.733914562534e-06	1.585753980951e-05	1.352311073794e-05
962	8.742087891740e-06	1.580326403139e-05	1.334032977404e-05
963	8.725560633969e-06	1.581726904483e-05	1.316240129260e-05
964	8.722362551773e-06	1.574057538549e-05	1.298932704969e-05
965	8.720201654592e-06	1.575749088164e-05	1.282110875349e-05
966	8.707404604389e-06	1.584337420875e-05	1.265774806424e-05
967	8.712017589951e-06	1.578112811291e-05	1.249924659426e-05
968	8.694180750923e-06	1.581584864338e-05	1.234560590788e-05
969	8.702570075477e-06	1.575747631709e-05	1.219682752148e-05
970	8.682847153766e-06	1.577785863735e-05	1.205291290343e-05
971	8.699419691241e-06	1.574181358031e-05	1.191386347413e-05
972	8.672154659124e-06	1.577930059688e-05	1.177968060593e-05
973	8.675468140778e-06	1.575870586158e-05	1.165036562316e-05
974	8.664559449901e-06	1.572518781026e-05	1.152591980210e-05
975	8.664144751498e-06	1.572124469696e-05	1.140634437100e-05
976	8.662920926056e-06	1.574414867034e-05	1.129164051000e-05
977	8.665923657504e-06	1.572573912644e-05	1.118180935119e-05
978	8.644264011599e-06	1.570999648226e-05	1.107685197857e-05
979	8.650135822044e-06	1.576236332183e-05	1.097676942801e-05
980	8.643495718539e-06	1.574097350384e-05	1.088156268729e-05
981	8.644113798132e-06	1.578065309732e-05	1.079123269606e-05
982	8.637737809309e-06	1.569019234640e-05	1.070578034584e-05
983	8.636613699128e-06	1.572395638292e-05	1.062520648002e-05
984	8.635517504701e-06	1.572713008770e-05	1.054951189382e-05
985	8.628202580184e-06	1.575350459193e-05	1.047869733433e-05
986	8.623652588432e-06	1.572499271831e-05	1.041276350044e-05
987	8.636374260723e-06	1.570700050286e-05	1.035171104291e-05
988	8.621022175728e-06	1.571400764380e-05	1.029554056429e-05
989	8.620625525349e-06	1.573320221076e-05	1.024425261896e-05
990	8.617860444148e-06	1.572520639589e-05	1.019784771312e-05
991	8.611499634081e-06	1.572410888862e-05	1.015632630477e-05
992	8.607068458388e-06	1.567432351986e-05	1.011968880369e-05
993	8.608186393386e-06	1.570926106542e-05	1.008793557150e-05
994	8.604553018672e-06	1.568037663036e-05	1.006106692158e-05
995	8.604630952028e-06	1.570817922175e-05	1.003908311911e-05
996	8.599981221146e-06	1.569358104840e-05	1.002198438107e-05
997	8.600606721308e-06	1.572348702443e-05	1.000977087621e-05
998	8.600838340553e-06	1.571596345435e-05	1.000244272508e-05
999	8.591959394296e-06	1.574532196329e-05	1.000000000000e-05
